Orthogroup	Arabidopsis_thaliana.TAIR10.pep.all	Mus_musculus-Cilia_proteome	Total
OG0001158	9	0	9
OG0001159	9	0	9
OG0001160	9	0	9
OG0001161	9	0	9
OG0001162	9	0	9
OG0001163	9	0	9
OG0001164	9	0	9
OG0001165	9	0	9
OG0001166	9	0	9
OG0001167	9	0	9
OG0001168	9	0	9
OG0001169	9	0	9
OG0001170	9	0	9
OG0001171	9	0	9
OG0001172	9	0	9
OG0001173	9	0	9
OG0001174	9	0	9
OG0001175	9	0	9
OG0001176	9	0	9
OG0001177	9	0	9
OG0001178	9	0	9
OG0001179	9	0	9
OG0001180	5	4	9
OG0001181	9	0	9
OG0001182	9	0	9
OG0001183	9	0	9
OG0001184	9	0	9
OG0001185	9	0	9
OG0001186	9	0	9
OG0001187	7	2	9
OG0001188	9	0	9
OG0001189	9	0	9
OG0001190	9	0	9
OG0001191	9	0	9
OG0001192	9	0	9
OG0001193	9	0	9
OG0001194	9	0	9
OG0001195	9	0	9
OG0001196	9	0	9
OG0001197	9	0	9
OG0001198	9	0	9
OG0001199	9	0	9
OG0001200	9	0	9
OG0001201	9	0	9
OG0001202	9	0	9
OG0001203	9	0	9
OG0001204	6	3	9
OG0001205	9	0	9
OG0001206	9	0	9
OG0001207	9	0	9
OG0001208	9	0	9
OG0001209	9	0	9
OG0001210	9	0	9
OG0001211	8	1	9
OG0001212	9	0	9
OG0001213	9	0	9
OG0001214	9	0	9
OG0001215	9	0	9
OG0001216	9	0	9
OG0001217	9	0	9
OG0001218	9	0	9
OG0001219	9	0	9
OG0001220	9	0	9
OG0001221	9	0	9
OG0001222	9	0	9
OG0001223	9	0	9
OG0001224	6	3	9
OG0001225	9	0	9
OG0001226	9	0	9
OG0001227	9	0	9
OG0001228	9	0	9
OG0001229	9	0	9
OG0001230	9	0	9
OG0001231	9	0	9
OG0001232	9	0	9
OG0001233	9	0	9
OG0001234	9	0	9
OG0001235	9	0	9
OG0001236	9	0	9
OG0001237	9	0	9
OG0001238	9	0	9
OG0001239	9	0	9
OG0001240	9	0	9
OG0001241	8	1	9
OG0001242	9	0	9
OG0001243	8	1	9
OG0001244	9	0	9
OG0001245	9	0	9
OG0001246	9	0	9
OG0001247	9	0	9
OG0001248	9	0	9
OG0001249	9	0	9
OG0001250	9	0	9
OG0001251	9	0	9
OG0001252	9	0	9
OG0001253	9	0	9
OG0001254	9	0	9
OG0001255	8	1	9
OG0001256	9	0	9
OG0001257	8	1	9
OG0001258	8	1	9
OG0001259	9	0	9
OG0001260	9	0	9
OG0001261	9	0	9
OG0001262	9	0	9
OG0001263	9	0	9
OG0001264	9	0	9
OG0001265	9	0	9
OG0001266	9	0	9
OG0001267	9	0	9
OG0001268	9	0	9
OG0001269	9	0	9
OG0001270	9	0	9
OG0001271	9	0	9
OG0001272	9	0	9
OG0001273	9	0	9
OG0001274	9	0	9
OG0001275	9	0	9
OG0001276	9	0	9
OG0001277	9	0	9
OG0001278	9	0	9
OG0001279	9	0	9
OG0001280	9	0	9
OG0001281	9	0	9
OG0001282	9	0	9
OG0001283	9	0	9
OG0001284	9	0	9
OG0001285	9	0	9
OG0001286	9	0	9
OG0001287	9	0	9
OG0001288	9	0	9
OG0001289	9	0	9
OG0001290	8	1	9
OG0001291	9	0	9
OG0001292	8	1	9
OG0001293	9	0	9
OG0001294	9	0	9
OG0001295	9	0	9
OG0001296	9	0	9
OG0001297	9	0	9
OG0001298	9	0	9
OG0001299	9	0	9
OG0001300	9	0	9
OG0001301	9	0	9
OG0001302	9	0	9
OG0001303	9	0	9
OG0001304	9	0	9
OG0001305	9	0	9
OG0001306	9	0	9
OG0001307	9	0	9
OG0001308	9	0	9
OG0001309	9	0	9
OG0001310	5	4	9
OG0001311	9	0	9
OG0001312	7	2	9
OG0001313	9	0	9
OG0001314	9	0	9
OG0001315	9	0	9
OG0001316	9	0	9
OG0001317	8	1	9
OG0001318	9	0	9
OG0001319	9	0	9
OG0001320	9	0	9
OG0001321	6	3	9
OG0001322	9	0	9
OG0001323	7	2	9
OG0001324	9	0	9
OG0001325	9	0	9
OG0001326	9	0	9
OG0001327	9	0	9
OG0001328	9	0	9
OG0001329	9	0	9
OG0001330	9	0	9
OG0001331	2	7	9
OG0001332	9	0	9
OG0001333	0	9	9
OG0001334	0	9	9
OG0001335	0	9	9
OG0001336	0	9	9
OG0001337	0	9	9
OG0001338	0	9	9
OG0001339	0	9	9
OG0001340	0	9	9
OG0001341	0	9	9
OG0001342	8	0	8
OG0001343	8	0	8
OG0001344	8	0	8
OG0001345	8	0	8
OG0001346	8	0	8
OG0001347	8	0	8
OG0001348	8	0	8
OG0001349	8	0	8
OG0001350	8	0	8
OG0001351	8	0	8
OG0001352	8	0	8
OG0001353	8	0	8
OG0001354	8	0	8
OG0001355	8	0	8
OG0001356	8	0	8
OG0001357	8	0	8
OG0001358	8	0	8
OG0001359	8	0	8
OG0001360	7	1	8
OG0001361	8	0	8
OG0001362	8	0	8
OG0001363	8	0	8
OG0001364	8	0	8
OG0001365	8	0	8
OG0001366	8	0	8
OG0001367	6	2	8
OG0001368	8	0	8
OG0001369	8	0	8
OG0001370	8	0	8
OG0001371	8	0	8
OG0001372	8	0	8
OG0001373	8	0	8
OG0001374	8	0	8
OG0001375	8	0	8
OG0001376	8	0	8
OG0001377	8	0	8
OG0001378	7	1	8
OG0001379	8	0	8
OG0001380	8	0	8
OG0001381	8	0	8
OG0001382	8	0	8
OG0001383	8	0	8
OG0001384	8	0	8
OG0001385	8	0	8
OG0001386	8	0	8
OG0001387	8	0	8
OG0001388	3	5	8
OG0001389	8	0	8
OG0001390	8	0	8
OG0001391	8	0	8
OG0001392	8	0	8
OG0001393	8	0	8
OG0001394	8	0	8
OG0001395	8	0	8
OG0001396	8	0	8
OG0001397	8	0	8
OG0001398	8	0	8
OG0001399	8	0	8
OG0001400	8	0	8
OG0001401	8	0	8
OG0001402	8	0	8
OG0001403	8	0	8
OG0001404	8	0	8
OG0001405	8	0	8
OG0001406	8	0	8
OG0001407	8	0	8
OG0001408	8	0	8
OG0001409	8	0	8
OG0001410	8	0	8
OG0001411	8	0	8
OG0001412	8	0	8
OG0001413	7	1	8
OG0001414	8	0	8
OG0001415	8	0	8
OG0001416	8	0	8
OG0001417	8	0	8
OG0001418	8	0	8
OG0001419	8	0	8
OG0001420	8	0	8
OG0001421	8	0	8
OG0001422	8	0	8
OG0001423	8	0	8
OG0001424	8	0	8
OG0001425	8	0	8
OG0001426	8	0	8
OG0001427	8	0	8
OG0001428	8	0	8
OG0001429	8	0	8
OG0001430	8	0	8
OG0001431	8	0	8
OG0001432	8	0	8
OG0001433	8	0	8
OG0001434	8	0	8
OG0001435	8	0	8
OG0001436	8	0	8
OG0001437	8	0	8
OG0001438	8	0	8
OG0001439	8	0	8
OG0001440	8	0	8
OG0001441	7	1	8
OG0001442	8	0	8
OG0001443	7	1	8
OG0001444	6	2	8
OG0001445	8	0	8
OG0001446	8	0	8
OG0001447	8	0	8
OG0001448	8	0	8
OG0001449	8	0	8
OG0001450	8	0	8
OG0001451	6	2	8
OG0001452	8	0	8
OG0001453	8	0	8
OG0001454	8	0	8
OG0001455	8	0	8
OG0001456	8	0	8
OG0001457	8	0	8
OG0001458	8	0	8
OG0001459	8	0	8
OG0001460	8	0	8
OG0001461	8	0	8
OG0001462	7	1	8
OG0001463	8	0	8
OG0001464	8	0	8
OG0001465	8	0	8
OG0001466	8	0	8
OG0001467	8	0	8
OG0001468	8	0	8
OG0001469	1	7	8
OG0001470	8	0	8
OG0001471	8	0	8
OG0001472	8	0	8
OG0001473	8	0	8
OG0001474	8	0	8
OG0001475	8	0	8
OG0001476	7	1	8
OG0001477	8	0	8
OG0001478	8	0	8
OG0001479	8	0	8
OG0001480	8	0	8
OG0001481	8	0	8
OG0001482	8	0	8
OG0001483	8	0	8
OG0001484	8	0	8
OG0001485	8	0	8
OG0001486	6	2	8
OG0001487	8	0	8
OG0001488	8	0	8
OG0001489	8	0	8
OG0001490	8	0	8
OG0001491	8	0	8
OG0001492	8	0	8
OG0001493	8	0	8
OG0001494	8	0	8
OG0001495	7	1	8
OG0001496	8	0	8
OG0001497	8	0	8
OG0001498	8	0	8
OG0001499	8	0	8
OG0001500	8	0	8
OG0001501	8	0	8
OG0001502	8	0	8
OG0001503	8	0	8
OG0001504	8	0	8
OG0001505	8	0	8
OG0001506	8	0	8
OG0001507	8	0	8
OG0001508	8	0	8
OG0001509	8	0	8
OG0001510	8	0	8
OG0001511	8	0	8
OG0001512	8	0	8
OG0001513	8	0	8
OG0001514	8	0	8
OG0001515	8	0	8
OG0001516	8	0	8
OG0001517	8	0	8
OG0001518	8	0	8
OG0001519	8	0	8
OG0001520	8	0	8
OG0001521	8	0	8
OG0001522	8	0	8
OG0001523	8	0	8
OG0001524	8	0	8
OG0001525	8	0	8
OG0001526	8	0	8
OG0001527	8	0	8
OG0001528	8	0	8
OG0001529	5	3	8
OG0001530	5	3	8
OG0001531	8	0	8
OG0001532	8	0	8
OG0001533	8	0	8
OG0001534	8	0	8
OG0001535	8	0	8
OG0001536	8	0	8
OG0001537	8	0	8
OG0001538	6	2	8
OG0001539	8	0	8
OG0001540	7	1	8
OG0001541	8	0	8
OG0001542	8	0	8
OG0001543	7	1	8
OG0001544	8	0	8
OG0001545	8	0	8
OG0001546	8	0	8
OG0001547	8	0	8
OG0001548	8	0	8
OG0001549	8	0	8
OG0001550	8	0	8
OG0001551	4	4	8
OG0001552	8	0	8
OG0001553	8	0	8
OG0001554	8	0	8
OG0001555	8	0	8
OG0001556	8	0	8
OG0001557	8	0	8
OG0001558	8	0	8
OG0001559	8	0	8
OG0001560	8	0	8
OG0001561	8	0	8
OG0001562	8	0	8
OG0001563	8	0	8
OG0001564	8	0	8
OG0001565	8	0	8
OG0001566	8	0	8
OG0001567	8	0	8
OG0001568	8	0	8
OG0001569	8	0	8
OG0001570	4	4	8
OG0001571	8	0	8
OG0001572	1	7	8
OG0001573	8	0	8
OG0001574	8	0	8
OG0001575	8	0	8
OG0001576	8	0	8
OG0001577	8	0	8
OG0001578	8	0	8
OG0001579	8	0	8
OG0001580	8	0	8
OG0001581	0	8	8
OG0001582	0	8	8
OG0001583	0	8	8
OG0001584	0	8	8
OG0001585	0	8	8
OG0001586	0	8	8
OG0001587	0	8	8
OG0001588	0	8	8
OG0001589	7	0	7
OG0001590	7	0	7
OG0001591	7	0	7
OG0001592	7	0	7
OG0001593	7	0	7
OG0001594	7	0	7
OG0001595	7	0	7
OG0001596	7	0	7
OG0001597	7	0	7
OG0001598	7	0	7
OG0001599	7	0	7
OG0001600	7	0	7
OG0001601	7	0	7
OG0001602	7	0	7
OG0001603	7	0	7
OG0001604	7	0	7
OG0001605	7	0	7
OG0001606	7	0	7
OG0001607	7	0	7
OG0001608	7	0	7
OG0001609	7	0	7
OG0001610	7	0	7
OG0001611	7	0	7
OG0001612	7	0	7
OG0001613	7	0	7
OG0001614	7	0	7
OG0001615	7	0	7
OG0001616	7	0	7
OG0001617	7	0	7
OG0001618	7	0	7
OG0001619	7	0	7
OG0001620	7	0	7
OG0001621	7	0	7
OG0001622	7	0	7
OG0001623	7	0	7
OG0001624	7	0	7
OG0001625	7	0	7
OG0001626	7	0	7
OG0001627	4	3	7
OG0001628	7	0	7
OG0001629	7	0	7
OG0001630	7	0	7
OG0001631	7	0	7
OG0001632	7	0	7
OG0001633	7	0	7
OG0001634	7	0	7
OG0001635	7	0	7
OG0001636	7	0	7
OG0001637	7	0	7
OG0001638	7	0	7
OG0001639	7	0	7
OG0001640	7	0	7
OG0001641	7	0	7
OG0001642	7	0	7
OG0001643	7	0	7
OG0001644	7	0	7
OG0001645	7	0	7
OG0001646	7	0	7
OG0001647	7	0	7
OG0001648	7	0	7
OG0001649	7	0	7
OG0001650	7	0	7
OG0001651	7	0	7
OG0001652	7	0	7
OG0001653	7	0	7
OG0001654	7	0	7
OG0001655	6	1	7
OG0001656	7	0	7
OG0001657	6	1	7
OG0001658	7	0	7
OG0001659	7	0	7
OG0001660	7	0	7
OG0001661	7	0	7
OG0001662	7	0	7
OG0001663	7	0	7
OG0001664	7	0	7
OG0001665	7	0	7
OG0001666	7	0	7
OG0001667	7	0	7
OG0001668	7	0	7
OG0001669	7	0	7
OG0001670	7	0	7
OG0001671	7	0	7
OG0001672	7	0	7
OG0001673	7	0	7
OG0001674	7	0	7
OG0001675	7	0	7
OG0001676	7	0	7
OG0001677	7	0	7
OG0001678	7	0	7
OG0001679	7	0	7
OG0001680	7	0	7
OG0001681	7	0	7
OG0001682	7	0	7
OG0001683	7	0	7
OG0001684	7	0	7
OG0001685	7	0	7
OG0001686	7	0	7
OG0001687	7	0	7
OG0001688	7	0	7
OG0001689	7	0	7
OG0001690	7	0	7
OG0001691	7	0	7
OG0001692	7	0	7
OG0001693	7	0	7
OG0001694	7	0	7
OG0001695	7	0	7
OG0001696	6	1	7
OG0001697	7	0	7
OG0001698	7	0	7
OG0001699	7	0	7
OG0001700	7	0	7
OG0001701	7	0	7
OG0001702	7	0	7
OG0001703	7	0	7
OG0001704	7	0	7
OG0001705	7	0	7
OG0001706	7	0	7
OG0001707	7	0	7
OG0001708	6	1	7
OG0001709	7	0	7
OG0001710	7	0	7
OG0001711	7	0	7
OG0001712	7	0	7
OG0001713	7	0	7
OG0001714	7	0	7
OG0001715	7	0	7
OG0001716	7	0	7
OG0001717	7	0	7
OG0001718	7	0	7
OG0001719	7	0	7
OG0001720	3	4	7
OG0001721	5	2	7
OG0001722	5	2	7
OG0001723	5	2	7
OG0001724	7	0	7
OG0001725	7	0	7
OG0001726	7	0	7
OG0001727	7	0	7
OG0001728	7	0	7
OG0001729	7	0	7
OG0001730	7	0	7
OG0001731	7	0	7
OG0001732	7	0	7
OG0001733	7	0	7
OG0001734	7	0	7
OG0001735	7	0	7
OG0001736	7	0	7
OG0001737	7	0	7
OG0001738	7	0	7
OG0001739	7	0	7
OG0001740	7	0	7
OG0001741	7	0	7
OG0001742	7	0	7
OG0001743	7	0	7
OG0001744	7	0	7
OG0001745	7	0	7
OG0001746	7	0	7
OG0001747	7	0	7
OG0001748	7	0	7
OG0001749	7	0	7
OG0001750	7	0	7
OG0001751	7	0	7
OG0001752	7	0	7
OG0001753	7	0	7
OG0001754	7	0	7
OG0001755	7	0	7
OG0001756	7	0	7
OG0001757	7	0	7
OG0001758	7	0	7
OG0001759	7	0	7
OG0001760	7	0	7
OG0001761	7	0	7
OG0001762	7	0	7
OG0001763	7	0	7
OG0001764	7	0	7
OG0001765	7	0	7
OG0001766	7	0	7
OG0001767	7	0	7
OG0001768	7	0	7
OG0001769	7	0	7
OG0001770	7	0	7
OG0001771	7	0	7
OG0001772	7	0	7
OG0001773	7	0	7
OG0001774	3	4	7
OG0001775	7	0	7
OG0001776	7	0	7
OG0001777	7	0	7
OG0001778	7	0	7
OG0001779	7	0	7
OG0001780	7	0	7
OG0001781	7	0	7
OG0001782	7	0	7
OG0001783	7	0	7
OG0001784	7	0	7
OG0001785	6	1	7
OG0001786	7	0	7
OG0001787	7	0	7
OG0001788	7	0	7
OG0001789	7	0	7
OG0001790	7	0	7
OG0001791	7	0	7
OG0001792	7	0	7
OG0001793	7	0	7
OG0001794	7	0	7
OG0001795	7	0	7
OG0001796	7	0	7
OG0001797	2	5	7
OG0001798	6	1	7
OG0001799	7	0	7
OG0001800	7	0	7
OG0001801	7	0	7
OG0001802	7	0	7
OG0001803	5	2	7
OG0001804	7	0	7
OG0001805	7	0	7
OG0001806	7	0	7
OG0001807	6	1	7
OG0001808	7	0	7
OG0001809	7	0	7
OG0001810	7	0	7
OG0001811	4	3	7
OG0001812	7	0	7
OG0001813	7	0	7
OG0001814	7	0	7
OG0001815	7	0	7
OG0001816	7	0	7
OG0001817	7	0	7
OG0001818	7	0	7
OG0001819	7	0	7
OG0001820	7	0	7
OG0001821	5	2	7
OG0001822	7	0	7
OG0001823	7	0	7
OG0001824	7	0	7
OG0001825	7	0	7
OG0001826	7	0	7
OG0001827	7	0	7
OG0001828	7	0	7
OG0001829	7	0	7
OG0001830	7	0	7
OG0001831	6	1	7
OG0001832	7	0	7
OG0001833	7	0	7
OG0001834	7	0	7
OG0001835	4	3	7
OG0001836	4	3	7
OG0001837	7	0	7
OG0001838	6	1	7
OG0001839	7	0	7
OG0001840	6	1	7
OG0001841	7	0	7
OG0001842	7	0	7
OG0001843	7	0	7
OG0001844	7	0	7
OG0001845	7	0	7
OG0001846	7	0	7
OG0001847	7	0	7
OG0001848	7	0	7
OG0001849	7	0	7
OG0001850	7	0	7
OG0001851	7	0	7
OG0001852	7	0	7
OG0001853	7	0	7
OG0001854	5	2	7
OG0001855	7	0	7
OG0001856	7	0	7
OG0001857	7	0	7
OG0001858	7	0	7
OG0001859	6	1	7
OG0001860	7	0	7
OG0001861	1	6	7
OG0001862	7	0	7
OG0001863	7	0	7
OG0001864	7	0	7
OG0001865	7	0	7
OG0001866	2	5	7
OG0001867	7	0	7
OG0001868	7	0	7
OG0001869	7	0	7
OG0001870	7	0	7
OG0001871	7	0	7
OG0001872	7	0	7
OG0001873	6	1	7
OG0001874	7	0	7
OG0001875	7	0	7
OG0001876	7	0	7
OG0001877	7	0	7
OG0001878	3	4	7
OG0001879	7	0	7
OG0001880	7	0	7
OG0001881	5	2	7
OG0001882	3	4	7
OG0001883	7	0	7
OG0001884	5	2	7
OG0001885	7	0	7
OG0001886	7	0	7
OG0001887	7	0	7
OG0001888	7	0	7
OG0001889	7	0	7
OG0001890	6	1	7
OG0001891	7	0	7
OG0001892	0	7	7
OG0001893	0	7	7
OG0001894	0	7	7
OG0001895	0	7	7
OG0001896	0	7	7
OG0001897	0	7	7
OG0001898	0	7	7
OG0001899	0	7	7
OG0001900	0	7	7
OG0001901	0	7	7
OG0001902	0	7	7
OG0001903	0	7	7
OG0001904	0	7	7
OG0001905	6	0	6
OG0001906	6	0	6
OG0001907	6	0	6
OG0001908	6	0	6
OG0001909	6	0	6
OG0001910	6	0	6
OG0001911	6	0	6
OG0001912	6	0	6
OG0001913	6	0	6
OG0001914	6	0	6
OG0001915	6	0	6
OG0001916	1	5	6
OG0001917	5	1	6
OG0001918	6	0	6
OG0001919	6	0	6
OG0001920	6	0	6
OG0001921	6	0	6
OG0001922	6	0	6
OG0001923	6	0	6
OG0001924	6	0	6
OG0001925	6	0	6
OG0001926	6	0	6
OG0001927	6	0	6
OG0001928	6	0	6
OG0001929	6	0	6
OG0001930	6	0	6
OG0001931	6	0	6
OG0001932	6	0	6
OG0001933	6	0	6
OG0001934	6	0	6
OG0001935	6	0	6
OG0001936	6	0	6
OG0001937	6	0	6
OG0001938	6	0	6
OG0001939	6	0	6
OG0001940	5	1	6
OG0001941	5	1	6
OG0001942	6	0	6
OG0001943	6	0	6
OG0001944	6	0	6
OG0001945	5	1	6
OG0001946	6	0	6
OG0001947	1	5	6
OG0001948	6	0	6
OG0001949	6	0	6
OG0001950	6	0	6
OG0001951	6	0	6
OG0001952	6	0	6
OG0001953	6	0	6
OG0001954	6	0	6
OG0001955	6	0	6
OG0001956	6	0	6
OG0001957	6	0	6
OG0001958	6	0	6
OG0001959	6	0	6
OG0001960	4	2	6
OG0001961	6	0	6
OG0001962	6	0	6
OG0001963	6	0	6
OG0001964	6	0	6
OG0001965	6	0	6
OG0001966	6	0	6
OG0001967	6	0	6
OG0001968	5	1	6
OG0001969	6	0	6
OG0001970	6	0	6
OG0001971	6	0	6
OG0001972	6	0	6
OG0001973	6	0	6
OG0001974	6	0	6
OG0001975	6	0	6
OG0001976	6	0	6
OG0001977	6	0	6
OG0001978	6	0	6
OG0001979	6	0	6
OG0001980	6	0	6
OG0001981	6	0	6
OG0001982	6	0	6
OG0001983	6	0	6
OG0001984	6	0	6
OG0001985	6	0	6
OG0001986	6	0	6
OG0001987	6	0	6
OG0001988	6	0	6
OG0001989	6	0	6
OG0001990	6	0	6
OG0001991	6	0	6
OG0001992	6	0	6
OG0001993	6	0	6
OG0001994	6	0	6
OG0001995	6	0	6
OG0001996	6	0	6
OG0001997	6	0	6
OG0001998	6	0	6
OG0001999	6	0	6
OG0002000	6	0	6
OG0002001	6	0	6
OG0002002	6	0	6
OG0002003	5	1	6
OG0002004	6	0	6
OG0002005	6	0	6
OG0002006	6	0	6
OG0002007	6	0	6
OG0002008	6	0	6
OG0002009	6	0	6
OG0002010	6	0	6
OG0002011	6	0	6
OG0002012	6	0	6
OG0002013	6	0	6
OG0002014	6	0	6
OG0002015	6	0	6
OG0002016	6	0	6
OG0002017	6	0	6
OG0002018	6	0	6
OG0002019	6	0	6
OG0002020	6	0	6
OG0002021	6	0	6
OG0002022	6	0	6
OG0002023	6	0	6
OG0002024	6	0	6
OG0002025	6	0	6
OG0002026	6	0	6
OG0002027	6	0	6
OG0002028	6	0	6
OG0002029	6	0	6
OG0002030	6	0	6
OG0002031	6	0	6
OG0002032	6	0	6
OG0002033	6	0	6
OG0002034	6	0	6
OG0002035	6	0	6
OG0002036	6	0	6
OG0002037	6	0	6
OG0002038	6	0	6
OG0002039	5	1	6
OG0002040	5	1	6
OG0002041	6	0	6
OG0002042	6	0	6
OG0002043	6	0	6
OG0002044	6	0	6
OG0002045	6	0	6
OG0002046	6	0	6
OG0002047	6	0	6
OG0002048	6	0	6
OG0002049	6	0	6
OG0002050	6	0	6
OG0002051	6	0	6
OG0002052	6	0	6
OG0002053	6	0	6
OG0002054	6	0	6
OG0002055	6	0	6
OG0002056	6	0	6
OG0002057	6	0	6
OG0002058	1	5	6
OG0002059	6	0	6
OG0002060	6	0	6
OG0002061	6	0	6
OG0002062	6	0	6
OG0002063	6	0	6
OG0002064	6	0	6
OG0002065	6	0	6
OG0002066	6	0	6
OG0002067	6	0	6
OG0002068	6	0	6
OG0002069	6	0	6
OG0002070	6	0	6
OG0002071	5	1	6
OG0002072	6	0	6
OG0002073	6	0	6
OG0002074	4	2	6
OG0002075	6	0	6
OG0002076	6	0	6
OG0002077	6	0	6
OG0002078	6	0	6
OG0002079	6	0	6
OG0002080	5	1	6
OG0002081	6	0	6
OG0002082	6	0	6
OG0002083	6	0	6
OG0002084	6	0	6
OG0002085	6	0	6
OG0002086	6	0	6
OG0002087	6	0	6
OG0002088	6	0	6
OG0002089	6	0	6
OG0002090	6	0	6
OG0002091	6	0	6
OG0002092	6	0	6
OG0002093	4	2	6
OG0002094	5	1	6
OG0002095	6	0	6
OG0002096	6	0	6
OG0002097	6	0	6
OG0002098	6	0	6
OG0002099	5	1	6
OG0002100	6	0	6
OG0002101	6	0	6
OG0002102	6	0	6
OG0002103	6	0	6
OG0002104	6	0	6
OG0002105	6	0	6
OG0002106	6	0	6
OG0002107	6	0	6
OG0002108	6	0	6
OG0002109	6	0	6
OG0002110	6	0	6
OG0002111	6	0	6
OG0002112	6	0	6
OG0002113	6	0	6
OG0002114	6	0	6
OG0002115	6	0	6
OG0002116	6	0	6
OG0002117	6	0	6
OG0002118	2	4	6
OG0002119	6	0	6
OG0002120	6	0	6
OG0002121	6	0	6
OG0002122	6	0	6
OG0002123	6	0	6
OG0002124	6	0	6
OG0002125	6	0	6
OG0002126	6	0	6
OG0002127	6	0	6
OG0002128	6	0	6
OG0002129	6	0	6
OG0002130	5	1	6
OG0002131	6	0	6
OG0002132	6	0	6
OG0002133	2	4	6
OG0002134	6	0	6
OG0002135	6	0	6
OG0002136	3	3	6
OG0002137	6	0	6
OG0002138	6	0	6
OG0002139	6	0	6
OG0002140	6	0	6
OG0002141	6	0	6
OG0002142	6	0	6
OG0002143	6	0	6
OG0002144	6	0	6
OG0002145	5	1	6
OG0002146	6	0	6
OG0002147	5	1	6
OG0002148	6	0	6
OG0002149	6	0	6
OG0002150	6	0	6
OG0002151	6	0	6
OG0002152	5	1	6
OG0002153	6	0	6
OG0002154	6	0	6
OG0002155	6	0	6
OG0002156	5	1	6
OG0002157	5	1	6
OG0002158	6	0	6
OG0002159	6	0	6
OG0002160	6	0	6
OG0002161	6	0	6
OG0002162	5	1	6
OG0002163	6	0	6
OG0002164	6	0	6
OG0002165	6	0	6
OG0002166	5	1	6
OG0002167	6	0	6
OG0002168	6	0	6
OG0002169	1	5	6
OG0002170	5	1	6
OG0002171	6	0	6
OG0002172	5	1	6
OG0002173	4	2	6
OG0002174	6	0	6
OG0002175	6	0	6
OG0002176	6	0	6
OG0002177	6	0	6
OG0002178	6	0	6
OG0002179	6	0	6
OG0002180	6	0	6
OG0002181	6	0	6
OG0002182	6	0	6
OG0002183	6	0	6
OG0002184	6	0	6
OG0002185	6	0	6
OG0002186	5	1	6
OG0002187	6	0	6
OG0002188	6	0	6
OG0002189	6	0	6
OG0002190	6	0	6
OG0002191	6	0	6
OG0002192	6	0	6
OG0002193	6	0	6
OG0002194	6	0	6
OG0002195	6	0	6
OG0002196	6	0	6
OG0002197	6	0	6
OG0002198	6	0	6
OG0002199	5	1	6
OG0002200	6	0	6
OG0002201	6	0	6
OG0002202	6	0	6
OG0002203	6	0	6
OG0002204	6	0	6
OG0002205	6	0	6
OG0002206	6	0	6
OG0002207	6	0	6
OG0002208	6	0	6
OG0002209	6	0	6
OG0002210	6	0	6
OG0002211	5	1	6
OG0002212	6	0	6
OG0002213	6	0	6
OG0002214	6	0	6
OG0002215	6	0	6
OG0002216	5	1	6
OG0002217	6	0	6
OG0002218	6	0	6
OG0002219	5	1	6
OG0002220	6	0	6
OG0002221	6	0	6
OG0002222	6	0	6
OG0002223	6	0	6
OG0002224	6	0	6
OG0002225	6	0	6
OG0002226	6	0	6
OG0002227	6	0	6
OG0002228	6	0	6
OG0002229	6	0	6
OG0002230	6	0	6
OG0002231	6	0	6
OG0002232	6	0	6
OG0002233	6	0	6
OG0002234	6	0	6
OG0002235	6	0	6
OG0002236	5	1	6
OG0002237	3	3	6
OG0002238	6	0	6
OG0002239	6	0	6
OG0002240	6	0	6
OG0002241	5	1	6
OG0002242	6	0	6
OG0002243	6	0	6
OG0002244	6	0	6
OG0002245	6	0	6
OG0002246	6	0	6
OG0002247	6	0	6
OG0002248	6	0	6
OG0002249	6	0	6
OG0002250	6	0	6
OG0002251	6	0	6
OG0002252	6	0	6
OG0002253	1	5	6
OG0002254	6	0	6
OG0002255	6	0	6
OG0002256	6	0	6
OG0002257	6	0	6
OG0002258	4	2	6
OG0002259	6	0	6
OG0002260	6	0	6
OG0002261	6	0	6
OG0002262	6	0	6
OG0002263	5	1	6
OG0002264	6	0	6
OG0002265	6	0	6
OG0002266	6	0	6
OG0002267	6	0	6
OG0002268	6	0	6
OG0002269	6	0	6
OG0002270	6	0	6
OG0002271	6	0	6
OG0002272	6	0	6
OG0002273	6	0	6
OG0002274	6	0	6
OG0002275	6	0	6
OG0002276	6	0	6
OG0002277	6	0	6
OG0002278	5	1	6
OG0002279	6	0	6
OG0002280	3	3	6
OG0002281	6	0	6
OG0002282	6	0	6
OG0002283	6	0	6
OG0002284	6	0	6
OG0002285	6	0	6
OG0002286	4	2	6
OG0002287	2	4	6
OG0002288	6	0	6
OG0002289	6	0	6
OG0002290	6	0	6
OG0002291	6	0	6
OG0002292	1	5	6
OG0002293	5	1	6
OG0002294	6	0	6
OG0002295	6	0	6
OG0002296	4	2	6
OG0002297	2	4	6
OG0002298	6	0	6
OG0002299	6	0	6
OG0002300	6	0	6
OG0002301	6	0	6
OG0002302	6	0	6
OG0002303	6	0	6
OG0002304	6	0	6
OG0002305	6	0	6
OG0002306	6	0	6
OG0002307	6	0	6
OG0002308	6	0	6
OG0002309	6	0	6
OG0002310	6	0	6
OG0002311	6	0	6
OG0002312	5	1	6
OG0002313	1	5	6
OG0002314	6	0	6
OG0002315	6	0	6
OG0002316	2	4	6
OG0002317	1	5	6
OG0002318	1	5	6
OG0002319	6	0	6
